"","Consensus_area","Bioregion","Hb","Hc"
"906","D3CA4","South-eastern Amazonian dominion","0.4469","0.1689"
"907","D3CA4","Parana dominion","21.4343","10.7488"
"908","D3CA4","Caatinga province","98.3474","28.4205"
"909","D3CA4","Cerrado province","52.1253","38.518"
"910","D3CA4","Pará province","68.324","9.3465"
"911","D3CA4","Xingu-Tapajós province","0.4469","0.1689"
"912","D3CA4","Atlantic province","27.5882","3.1758"
"913","D3CA4","Parana Forest province","24.2967","7.5731"
"914","D3CA5","Chacoan subregion","48.9883","69.6326"
"915","D3CA5","Brazilian subregion","2.7473","4.8009"
"916","D3CA5","Chacoan dominion","47.9176","46.4659"
"917","D3CA5","Boreal Brazilian dominion","7.4291","4.8009"
"918","D3CA5","Parana dominion","86.6188","22.3121"
"919","D3CA5","South-eastern Amazonian dominion","4.4149","0.8572"
"920","D3CA5","Caatinga province","100","14.8439"
"921","D3CA5","Cerrado province","78.1828","29.676"
"922","D3CA5","Pará province","68.324","4.8009"
"923","D3CA5","Araucaria Forest province","98.0717","3.7684"
"924","D3CA5","Xingu-Tapajós province","4.4149","0.8572"
"925","D3CA5","Atlantic province","100","5.913"
"926","D3CA5","Pampean province","8.7287","1.9461"
"927","D3CA5","Parana Forest province","78.9341","12.6378"
"928","D3CA6","Brazilian subregion","14.2365","76.3707"
"929","D3CA6","Chacoan subregion","0.2004","0.8742"
"930","D3CA6","Boreal Brazilian dominion","34.9256","69.2853"
"931","D3CA6","South-eastern Amazonian dominion","1.4668","0.8742"
"932","D3CA6","Pacific dominion","8.1217","7.0873"
"933","D3CA6","Pará province","4.1814","0.902"
"934","D3CA6","Xingu-Tapajós province","1.4668","0.8742"
"935","D3CA6","Roraima province","45.7677","16.7502"
"936","D3CA6","Guianan Lowlands province","100","31.6102"
"937","D3CA6","Venezuelan province","23.3338","1.4021"
"938","D3CA6","Sabana province","21.1282","5.6853"
"939","D3CA6","Pantepui province","62.6313","20.0305"
"940","D3CA7","Chacoan subregion","5.1513","9.0384"
"941","D3CA7","Brazilian subregion","36.161","78.0028"
"942","D3CA7","South American Transition Zone","27.992","10.2777"
"943","D3CA7","Chacoan dominion","7.0041","8.3839"
"944","D3CA7","South-eastern Amazonian dominion","2.731","0.6546"
"945","D3CA7","South Brazilian dominion","80.6715","63.835"
"946","D3CA7","Pacific dominion","8.835","3.1002"
"947","D3CA7","Boreal Brazilian dominion","13.8752","11.0683"
"948","D3CA7","Cerrado province","5.3217","2.4934"
"949","D3CA7","Xingu-Tapajós province","2.731","0.6546"
"950","D3CA7","Chacoan province","21.8108","5.8905"
"951","D3CA7","Madeira province","63.3613","21.9366"
"952","D3CA7","Rondônia province","93.1446","30.3826"
"953","D3CA7","Ucayali province","100","4.7248"
"954","D3CA7","Yungas province","94.7895","6.7951"
"955","D3CA7","Puna province","52.0858","6.9566"
"956","D3CA7","Desert province","70.7587","2.7467"
"957","D3CA7","Ecuadorian province","92.4734","0.9702"
"958","D3CA7","Western Ecuador province","14.6409","0.2253"
"959","D3CA7","Imerí province","20.1788","4.9085"
"960","D3CA7","Napo province","94.9457","6.1598"
"961","D3CA7","Cauca province","37.9891","1.9049"
"962","D3CA7","Paramo province","24.9565","0.575"
"963","D3CA8","Brazilian subregion","21.8965","59.1675"
"964","D3CA8","South American Transition Zone","4.2199","1.9409"
"965","D3CA8","Antillean subregion","1.8987","0.1236"
"966","D3CA8","Boreal Brazilian dominion","20.8613","20.8459"
"967","D3CA8","Pacific dominion","83.0551","36.5077"
"968","D3CA8","Mesoamerican dominion","6.6717","1.8154"
"969","D3CA8","Guianan Lowlands province","14.595","2.3239"
"970","D3CA8","Chocó-Darién province","89.9196","2.091"
"971","D3CA8","Guajira province","100","4.9278"
"972","D3CA8","Venezuelan province","100","3.0266"
"973","D3CA8","Sabana province","100","13.5541"
"974","D3CA8","Trinidad province","100","0.1401"
"975","D3CA8","Pantepui province","55.3415","8.9153"
"976","D3CA8","Imerí province","30.1822","9.1969"
"977","D3CA8","Magdalena province","100","6.4828"
"978","D3CA8","Napo province","5.0543","0.4108"
"979","D3CA8","Cauca province","41.5566","2.6103"
"980","D3CA8","Paramo province","67.2536","1.9409"
"981","D3CA8","Puntarenas-Chiriquí province","100","1.786"
"982","D3CA8","Pacific Lowlands province","12.4366","1.0326"
"983","D3CA8","Guatuso-Talamanca province","100","1.8901"
"984","D3CA8","Lesser Antilles province","68.7885","0.1236"
"985","D3CA8","Mosquito province","17.8768","0.7828"
"986","D3CA9","Chacoan subregion","14.1391","8.6392"
"987","D3CA9","Brazilian subregion","88.9439","66.8137"
"988","D3CA9","South American Transition Zone","23.961","3.0637"
"989","D3CA9","Mexican Transition Zone","18.7283","0.7881"
"990","D3CA9","Antillean subregion","0.1654","0.003"
"991","D3CA9","Chacoan dominion","2.9194","1.2169"
"992","D3CA9","Boreal Brazilian dominion","95.8114","26.6158"
"993","D3CA9","South-eastern Amazonian dominion","88.9293","7.4224"
"994","D3CA9","South Brazilian dominion","89.15","24.5663"
"995","D3CA9","Pacific dominion","99.0866","12.1081"
"996","D3CA9","Mesoamerican dominion","46.5896","3.5242"
"997","D3CA9","Cerrado province","6.4433","1.0513"
"998","D3CA9","Pará province","61.4782","1.857"
"999","D3CA9","Xingu-Tapajós province","88.9293","7.4224"
"1000","D3CA9","Roraima province","100","5.1249"
"1001","D3CA9","Guianan Lowlands province","100","4.4264"
"1002","D3CA9","Chacoan province","1.761","0.1656"
"1003","D3CA9","Madeira province","100","12.0566"
"1004","D3CA9","Rondônia province","78.2172","8.8848"
"1005","D3CA9","Ucayali province","100","1.6454"
"1006","D3CA9","Yungas province","79.3429","1.9807"
"1007","D3CA9","Puna province","28.0601","1.3051"
"1008","D3CA9","Desert province","70.7587","0.9565"
"1009","D3CA9","Ecuadorian province","92.4734","0.3379"
"1010","D3CA9","Western Ecuador province","99.9307","0.5355"
"1011","D3CA9","Chocó-Darién province","100","0.6465"
"1012","D3CA9","Guajira province","100","1.3699"
"1013","D3CA9","Venezuelan province","100","0.8414"
"1014","D3CA9","Sabana province","100","3.768"
"1015","D3CA9","Trinidad province","100","0.0389"
"1016","D3CA9","Pantepui province","100","4.4784"
"1017","D3CA9","Imerí province","100","8.471"
"1018","D3CA9","Magdalena province","100","1.8022"
"1019","D3CA9","Napo province","100","2.2593"
"1020","D3CA9","Cauca province","100","1.7462"
"1021","D3CA9","Paramo province","100","0.8023"
"1022","D3CA9","Puntarenas-Chiriquí province","100","0.4965"
"1023","D3CA9","Pacific Lowlands province","34.1641","0.7886"
"1024","D3CA9","Yucatán Peninsula province","40.7558","0.4432"
"1025","D3CA9","Veracruzan province","43.4663","1.0752"
"1026","D3CA9","Chiapas Highlands province","99.7641","0.7881"
"1027","D3CA9","Guatuso-Talamanca province","100","0.5255"
"1028","D3CA9","Lesser Antilles province","5.9922","0.003"
"1029","D3CA9","Mosquito province","100","1.2173"
